,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Phase,Phase,Phase,Phase
,afLeftThigh,Left Knee,afLeftAnkle,afLeftFoot,afRightThigh,Right Knee,afRightAnkle,afRightFoot,pfWaist,pfLeftFemurHead,pfLeftKnee,pfLeftAnkle,pfRightFemurHead,pfRightKnee,pfRightAnkle,LeftArm,LeftHip,LeftKnee,LeftAnkle,LeftToe,RightArm,RightHip,RightKnee,RightAnkle,RightToe,RL - T4,RL - RunLab,LL - T4,LL - RunLab
457,7.5,7.17,1.41,7.7,1.53,0.46,22.86,352.4,0.47,1.74,8.7,2.24,3.7,1.74,0.66,2.34,,,94.92,18.3,41.66,149.12,148.17,77.59,3.38,,,,
458,7.01,6.9,1.51,10.81,1.62,0.19,22.6,347.87,0.01,2.32,8.02,7.87,3.11,3.04,5.28,2.5,168.47,133.93,94.43,10.65,42.67,150.18,153.94,75.54,4.65,,,,
459,6.52,6.17,3.56,13.48,1.59,0.36,22.75,343.05,0.18,2.22,11.3,2.41,2.97,4.07,2,2.24,165.62,124.52,94.71,12.45,43.24,151.64,157.63,76.53,2.11,,,,
460,5.43,5.42,7.16,21.46,1.66,0.92,22.29,342.79,2,1.83,14.1,5.7,3.28,3.8,5.35,2.5,,,90.89,7.88,43.28,152.86,158.95,76.18,4.34,,,,
461,4.82,5.34,7.56,26.77,1.92,1.07,16.33,348.54,4.69,1.18,14.56,6.52,2.96,4.78,3.32,3.87,159.64,104.17,88.61,3.5,42.65,152.5,156.83,76.42,3.29,,,,
462,3.96,1.65,11.42,32.02,2.64,0.23,12.49,354.51,5.99,0.38,15.6,7.78,3.14,4.78,0.97,4.74,,,84.98,2.52,42.1,155.03,156.62,81.42,6.35,,,,
463,3.25,1.09,13.94,35.09,3.33,0.09,13.43,358.7,4.65,1.18,12.9,0.75,3.45,4.32,2.24,7.6,,,81.58,7.17,40.88,153.95,152.15,82.81,5.83,,,,
464,2.66,7.21,19.77,31.61,4.25,0.3,12.78,0.8,3.13,1.63,8.53,4.47,3.73,4.26,2.96,10.87,,,81.25,0.26,38.91,154.56,147.45,79.47,3.25,,,,
465,2.41,8.82,21.15,29.82,4.31,0.07,11.99,1.65,3.4,0.84,7.94,3.86,4.43,3.12,2.58,14.08,145.56,77.1,79.5,0.45,36.59,155.14,145.36,77.2,2.34,,,,
466,1.44,11.11,19.42,27.04,5.39,0.86,12.66,2.48,4.48,0.48,7.27,6.36,4.68,1.91,3.7,17.44,137.87,72.84,77.59,2.45,33.42,156.08,143.61,74.72,2.59,,,,
467,1.4,11.6,18.93,24.03,5.61,0.32,14.36,4.16,4.85,0.21,6.69,1.73,4.77,2.24,2.6,20.22,133.82,71.78,77.48,4.22,30.54,155.02,140.33,71,3.99,,,,
468,2.75,0.04,7.07,23.4,5.94,0.3,14.73,2.9,4.63,0.62,4.93,2.73,4.44,2.27,3.26,22.64,130.69,72.79,76.48,,27.34,157.4,141.7,69.28,3.24,,,,
469,0.91,6.74,1.78,25.4,5.94,1.08,14.27,3.16,3.7,1.02,3.42,6.89,3.52,3.16,7.08,25.25,129.79,75.11,73.93,3.42,24.26,160.65,142.88,68.37,2.66,,,,
470,0.73,5.21,2.3,28.48,5.96,1.01,13.98,2.32,1.9,1.48,1.58,6.5,2.84,3.74,3.7,27.71,127.16,78.83,77.57,9.44,21.23,164.56,146.44,68.64,3.08,,,,
471,0.14,2.77,5.55,27.78,6.56,3.03,10.76,1.61,0.76,2.1,0.45,12.81,2.39,4.1,6.8,31.31,124.96,84.07,79,14.54,17.64,166.78,147.68,67.74,1.2,,,,
472,0.54,3.03,8.42,27.73,5.38,0.14,17.37,3.37,0.95,2.45,0.03,6.11,2.25,3.63,1.33,33.32,125.51,91.31,75.59,12.1,14.96,171.43,151.63,68.05,3.47,,,,
473,1.18,4.69,8.04,23.3,6.04,1.79,13.96,1.64,1.54,2.4,0.18,3.97,2.24,3.05,0.69,35.24,126.86,100.55,72.93,6.75,13,173.53,153.79,70.41,5.77,,,,
474,1.7,5.19,9.17,21.82,5.76,1.67,12.15,0.69,0.58,2.49,0.32,0.94,2.12,2.64,3.57,38.2,128.47,110.38,72.5,7.38,11.97,174.76,155.02,73.42,5.96,,,,
475,3.26,6.67,8.43,14.12,5.9,2.06,10.89,2.23,1.11,1.38,1.66,6.06,2.54,1.97,6.1,39,131.04,121.97,73.24,4.1,11.42,177.39,156.9,75.55,7,,,,
476,3.1,6.47,10.43,11.59,5.58,2.56,7.68,1.12,1.85,1.68,1.79,6.07,2.09,3.37,5.78,40.39,133.83,131.33,71.32,1.86,10.3,178.78,158.33,79.64,12.44,,,,
477,3.21,5.09,12.91,3.69,5.7,2.39,6.56,358.22,2.42,1.43,2.52,5.52,1.59,5.47,7.23,41.65,138.21,142.55,71.36,0.56,10.48,181.01,160.42,84.98,21.41,,,,
478,2.95,5.09,11.14,4.96,5.37,2.37,2.59,358.65,3.97,1.08,2.37,5.08,0.81,8.09,7.37,42.09,140.17,149.44,69.97,0.24,10.65,179.93,158.91,89.91,22.58,,,,
479,3.17,5.12,11.28,13.6,4.78,1.85,1.88,3.09,4.8,0.93,2.23,3.54,0.2,10.31,3.81,42.27,141.36,153.46,70.67,0.33,10.51,181.23,156.94,92.95,19.91,,,,
480,3.26,4.68,15.34,21.13,4.1,0.62,4.71,12.41,4.8,1.29,2.22,2.27,0.47,12.11,8.22,42.19,142.59,154.89,69.81,1.07,10.99,179.73,151.48,94.09,12.44,,,,
481,2.8,3.81,26.26,25.46,3.06,2.4,12.64,21.9,4.92,2.11,1.84,0.1,0.05,13.27,3.92,40.93,143.28,154.27,72.62,1.89,11.38,178.25,143.96,94.27,3.6,,,,
482,3.02,3.53,24.45,22.85,2.58,3.11,16.77,24.56,2.23,3.29,0.74,1.07,0.23,14.27,6.95,39.49,142.36,149.24,78.11,0.94,11.84,173.84,133.44,95.2,2.6,,,,
483,3.32,3.08,15.4,9.27,1.4,4.19,18.92,26.92,1.33,3.32,0.84,0.34,1.32,15.24,1.13,37.91,,,74.31,0.64,12.57,172.6,125.68,95.43,0.74,,,,
484,3.64,2.95,14.11,2.76,0.67,4.02,19.57,30.51,1.13,3.62,0.82,2.91,0.82,14.25,2.02,35.05,140.48,136.06,70.83,3.63,13.41,169.72,116.38,93.86,2.19,,,,
485,4.26,3.45,11.41,6.6,0.11,5.03,19.46,30.7,1.68,4.02,0.13,1.38,0.66,10.79,2.49,31.7,,,69.25,0.39,14.25,168.87,108.8,92.53,0.97,,,,
486,4.39,3.42,13.19,8.57,,,21,33.43,0.86,4.67,0.7,3.97,0.28,10.99,5.34,28.53,,,66.51,0.54,16.27,166.09,101.75,90.24,0.61,,,,
487,3.93,2.12,16.26,10.4,0.56,6.98,21.88,33.99,0.59,5,1.6,2.48,0.15,8.83,6.36,23.77,,,62.57,0.23,17.56,162.41,95.51,90.54,2.05,,,,
488,4.05,1.57,16.22,9.31,1.1,5.24,19.44,34.44,0.59,5.02,0.95,4.83,0.97,9.41,6.5,20.48,,,62.05,0.92,19.96,156.75,87.96,88.11,4.94,,,,
489,3.73,1.53,15.88,10.06,1.51,0.4,14.19,35.97,0.92,4.87,0.7,2.03,0.39,4.7,2.89,16.96,145.4,130.48,61.07,2.7,22.75,153.89,85.54,87.96,0.06,,,,
490,3.73,1.51,15.82,8.46,1.44,2.32,11.6,34.68,0.25,4.63,0.68,4.1,1.44,3.18,6.13,12.94,148.4,133,63.08,7.76,25.56,149.51,83.24,87.45,1.96,,,,
491,4.68,1.73,16.98,7.95,1.2,0.91,12.21,32.83,1.76,4.13,0.08,3.81,0.92,3.56,7.56,10.19,153.93,136.87,65.22,9.08,28.21,146.31,83.18,87.55,8.31,,,,
492,4.58,1.97,15.37,6.14,1.19,2.01,11.17,31.23,1.55,3.07,1.68,8.26,0.32,3.64,11.28,7.36,159.38,140.07,66.14,15.43,30.8,143.4,83.7,86.63,11.77,,,,
493,5.05,2.66,13.4,9.06,1.22,0.24,14.43,29.31,2.39,1.17,3.97,14.61,2.26,0.66,8.82,5.56,,,67.33,15.23,33.2,140.64,86.47,82.89,,,,,
494,5.26,2.95,15.61,9.91,1.87,0.66,13.77,26.37,3.19,0.67,4.02,12.41,2.55,0.87,11.04,3.36,,,69.77,16.65,35.17,137.53,89.33,81.67,3.15,,,,
495,5.36,3.93,10.03,10.09,1.77,0.63,14.45,22.94,2.95,0.39,4.65,6.74,3.68,0.43,10.78,1.64,,,73.8,20.12,36.94,138.05,96.17,79.43,3.79,,,,
496,4.77,3.81,6.16,10.38,0.75,0.15,17.93,19.48,2.09,0.27,3.67,2.66,3.29,0.78,4.8,1.17,,,77.74,25.86,38.49,138.34,103.33,80.73,5.51,,,,
497,5.02,4.46,4.16,9.43,0.01,0.12,20.27,15.64,1.13,0.92,4.49,1.06,3.2,1.06,3.37,0.76,,,85.7,34.64,40.26,139.34,111.04,80.28,7.43,,,,
498,4.73,5.23,1.17,8.34,0.12,0.6,23.4,10.53,0.86,0.72,4.55,4.59,2.63,2.35,5.16,1.15,,,92.66,41.57,41.36,140.93,120.79,80.09,8.82,,,,
499,5.17,6.46,1.76,7.93,0.13,0.82,26.29,9.29,0.16,0.49,5.32,3.16,2.56,2.94,4.61,0.3,,,95.65,29.2,42.62,143.16,131.65,79.2,2.29,,,,
500,5.24,7.36,3.39,8.81,0.4,0.52,27.44,2.37,0.48,0.78,6.38,2.12,2.98,2.31,3.99,0.14,,,100.05,23.46,43.53,145.6,142.14,79.37,3.07,,,,
501,4.74,6.5,3.16,9.62,0.65,0.5,26.94,353.51,0.67,0.56,6.56,0.04,2.82,2.2,4.06,0.27,170.79,140.21,99.55,16.32,43.59,148.73,151.4,78.26,1.44,,,,
502,4.24,6.28,1.11,13.71,1.07,0.74,26.4,348.39,0.55,0.99,5.27,2.35,2.48,2.78,2.3,0.4,169.64,133.07,96.52,9.19,43.49,150.19,156.53,77.07,0.3,,,,
503,3.8,5.89,1.78,18.73,1.12,1.31,25.49,347.14,0.58,0.62,6.24,0.31,3.1,2.91,1.58,0.49,168.61,126.2,96.87,11.93,43.13,151.17,157.96,76.97,0.93,,,,
504,3.08,4.99,6.27,23.4,1.74,0.69,23.07,348.96,1.68,1.21,5.53,2.45,2.55,3.82,3.56,1.7,164.82,117.63,95.03,2.12,41.96,152.25,157.46,77.42,4.03,,,,
505,2.92,4.63,7.68,30,2.16,0.27,16.95,355.81,3.8,0.8,7.31,7.1,2.64,4.19,5.77,3.31,161.5,108.45,92.1,8.25,40.78,153.6,156.19,81.57,3.88,,,,
506,1.81,4.02,8.58,33.65,2.02,1.27,18.56,0.38,4.38,0.2,7.71,7.08,3.02,3.91,1.92,5.61,,,88.2,1.72,39.24,154.5,154.3,86.61,0.19,,,,
507,1.41,2.77,10.55,36.48,2.62,1.79,19.02,1.14,3.39,1.47,3.33,4.84,2.63,4.63,2.37,9.67,,,86.43,3.04,37.62,153.24,148.68,83.01,5.37,,,,
508,1.39,0.35,13.93,35.76,3.13,1.19,17.21,3.02,3.42,0.47,3.81,0.29,3.15,4.01,1.05,12.95,153.2,90.76,85.65,4,35.15,152.27,143.68,79.77,7.26,,,,
509,1.09,0.15,13.36,33.93,3.68,0.77,16.37,2.8,3.06,0.72,4.53,3.87,3.55,2.74,3.25,16.72,148.5,86.02,83.19,5.38,31.66,153.42,141.92,76.31,7.16,,,,
510,1.56,0.68,12.39,33.51,4.8,0.61,18.75,3.4,4.08,0.94,2.65,0.95,3.72,2.4,0.87,20.17,139.08,80.91,81.22,6.44,28.28,154.92,141.72,76.03,6.47,,,,
511,0.55,2.76,7.32,31.47,5.74,0.73,17.41,3.75,3.72,0.34,3.82,3.47,4.01,2.6,5.98,23.88,133.95,79.38,81.83,9.82,24.63,155.92,139.72,73.28,4.44,,,,
512,0.48,7.39,0.76,28.28,6.02,0.1,19.56,3.61,3.65,1.02,2.25,3.79,3.47,3.02,6.28,28.18,131.65,80.73,79.21,5.03,20.32,158.76,142.71,73.49,0.91,,,,
513,0.11,7.94,2.13,26.6,6.67,0.63,20.28,3.55,2.36,1.23,2.2,5.36,2.65,3.64,4.62,31.43,131.78,85.58,,,16.28,161.35,144.09,71.46,1.75,,,,
514,0.12,5.5,0.03,24.07,6.55,1.86,19.8,5.48,0.98,1.05,2.57,9.56,1.96,4.29,7.54,34.72,127.95,88.62,79.07,17.16,12.42,164.75,146.85,71.5,2.13,,,,
515,0.26,3.66,2.34,21.79,6.45,3.53,16.71,5.33,0.94,1.48,2.24,9.66,1.27,4.85,2.62,37.98,128.49,95.13,80.04,14.73,9.88,166.7,148.07,71.78,1.65,,,,
516,0.8,3.82,6.48,20.94,5.78,1.86,20.01,5.06,0.93,1.25,1.92,7.36,2.5,2.51,3.04,40.69,128.53,101.82,74.7,8.07,7.77,169.65,149.36,70.79,4.78,,,,
517,1.11,2.89,9.03,18.32,5.92,2.06,14.91,1.78,0.61,1.53,2.09,4.86,2.06,2.3,1.93,43.56,130.81,111.53,74.55,7.28,6.5,172.57,153.63,73.16,1.67,,,,
518,2.18,3.8,10.56,16.12,5.73,2.18,12.08,2.44,0.56,1.48,2.27,0.43,2.44,1.42,3.31,45.22,132.18,121.39,75.72,7.3,4.77,173.37,153.8,75.25,5.11,,,,
519,2.87,3.98,13.63,11.7,5.37,2.56,8.64,1.6,0.94,1.58,2.57,8.83,2.44,1.3,4.82,46.83,134.49,130.37,75.26,5.88,4.54,176.92,156.9,77.58,6.27,,,,
520,2.63,3.74,17.93,4.89,5.6,3.29,5.22,0.23,1.6,1.63,2.4,12.63,2.05,2.31,5.54,47.9,137.56,141.29,73.56,0.34,2.89,178.74,158.16,82.42,16.57,,,,
521,2.68,3.01,19.56,2.5,5.16,3.16,1.77,356.17,2.45,1.15,3.35,15.05,1.47,4.36,5.38,48.63,140.9,149.97,73.57,0.63,2.32,180.72,161.14,88.31,20.4,,,,
522,2.38,2.92,16.42,10.33,4.79,2.95,0.44,357.09,3.71,1.19,2.85,4.78,1.37,5.56,4.03,48.67,142.86,154.79,73.45,5.62,1.75,181.67,160.46,93.32,25.5,,,,
523,2.73,3.05,19.26,19.93,4.3,1.97,1.59,2.6,4.61,1.68,2.63,2.18,0.72,7.67,10.39,48.84,143.06,155.5,72.05,6.13,1.48,181.24,157.7,95.86,23.58,,,,
524,2.73,3.34,18.06,21.71,4.1,1.32,3.31,8,4.66,1.87,2.11,4.91,0.01,11.11,7.14,48.16,143.84,156.17,73.21,1.42,1.65,179.64,151.79,96.09,7.11,,,,
525,3.04,3.23,19.88,25.39,3.52,0.59,8.69,18.89,4.21,1.82,3.01,4.77,0.28,13.68,5,46.99,144.43,154.2,71.76,0.02,2.1,176.19,143.01,95.62,3.19,,,,
526,3.22,2.83,22.76,21.67,2.94,1.43,13.12,24.54,2.21,2.93,1.95,0.46,0.48,13.2,2.04,45.93,,,78.1,7.41,2.84,173.97,134.58,96.76,0.59,,,,
527,4.02,3.32,17.69,16.36,1.92,2.87,17.51,29.13,0.45,3.04,2.77,5.27,1.2,14.42,1.88,44.63,,,77.19,3.1,3.54,172.06,126.85,97.04,0.75,,,,
528,4.69,2.91,14.18,2.47,0.77,3.36,19.4,34.07,1.69,3.73,1.48,2.55,0.82,12.92,0.24,41.66,148.25,144.43,75.25,3.56,5.19,169.57,117.49,96.19,0.25,,,,
529,4.73,2.36,13.2,5.78,0.23,8.39,26.23,33.08,0.71,5.2,0.16,2.71,1.23,12.35,1.37,37.54,,,70.12,2.69,6.19,167.81,110.57,96.7,0.77,,,,
530,5.42,2.71,13.01,8.41,0.68,8.83,27.48,37.85,0.99,5.84,0.89,3.95,0.88,10.4,1.81,34.01,,,67.87,0.52,9.3,163.12,102.44,96.45,2.74,,,,
531,4.95,2.03,15.4,10.9,1.07,9.5,28.09,38.19,1.07,5.72,0.84,0.4,0.57,8.47,0.16,29.94,,,65.76,1.28,11.76,160.58,96.27,94.48,2.5,,,,
532,5.36,1.94,16.85,9.16,0.41,4.57,24.22,39.51,1,5.8,0.37,3.18,1.14,7.47,1.67,25.14,,,64.84,0.53,13.73,156.57,89.96,93.08,7.28,,,,
533,5.31,1.9,16.98,9.53,0.2,1.14,17.35,35.46,0.9,5.51,0.07,0.6,0.86,2.59,3.16,20.82,,,63.57,1.99,16.29,153.16,87.78,92.54,3.64,,,,
534,5.61,2.18,17.08,6.49,2.12,1.62,12.71,33.47,0.05,4.69,1.09,3.69,2.3,0.35,2.49,17.48,159.72,142.3,64.91,5.18,19.74,147.97,85.09,91.07,6.14,,,,
535,6.15,2.51,18.37,9.13,2.63,0.01,12.77,31.92,0.99,3.87,2.69,2.95,1.95,0.31,4.79,14.01,160,143.85,66.29,7.53,22.8,144.59,84.56,89.41,6.8,,,,
536,6.23,2.08,17.48,6.73,2.76,1.8,10.5,31.77,2.61,3.24,3.7,7.3,1.82,0.25,0.69,10.85,160.39,144.16,66.9,11.27,25.98,143.17,86.18,87.4,10.95,,,,
537,6.88,3.28,16.23,7.63,2.81,0.24,14.05,32.58,2.89,2.76,4.01,14.43,2.03,0.27,2.88,8.23,,,69.83,10.77,28.84,140.19,88.99,85.45,,,,,
538,7,3.5,18.16,10.23,1.97,0.82,15.07,28.76,3,2.24,4.54,16.61,2.54,0.26,10.84,6.41,,,72.39,14.4,31.33,138.39,92.81,85.12,6.67,,,,
539,7.13,3.89,14.38,8.07,1.58,1.63,15.59,27.43,2.9,1.56,5.07,13.29,2.44,0.51,6.97,4.09,,,75.29,15.99,33.66,136.39,98.23,82.38,3.83,,,,
540,7.18,4.97,10.25,9.04,1.58,0.69,19.01,23.91,2.09,1.53,4.27,4.98,2.25,1.6,10.14,2.78,,,79.26,22.48,36.46,135.91,105.28,83.14,5.58,,,,
541,6.7,4.42,9.15,8.25,0.15,1.63,21.48,17.78,1.59,1.59,4.12,4.12,2.18,2.17,9.83,1.73,,,84.35,26.45,38.26,136.65,113,82.69,6.2,,,,
542,6.52,5.84,3.91,7.39,0.09,0.97,23.55,13.92,0.64,1.48,4.74,5.62,2.17,2.89,7.25,1.82,,,92.52,37.91,39.7,140.25,124.18,80.62,4.36,,,,
543,6.31,6,1.46,8.67,0.15,0.52,22.78,8.22,0.14,1.19,5.56,0.52,2.37,3.96,12,1.6,,,99.99,46.98,41.02,142.46,133.47,78.86,4.37,,,,
544,6.13,6.71,0.68,7.39,0.18,0.47,22.32,1.72,0.63,0.51,7.25,3.09,3.1,2.33,2.72,1.01,,,106.02,46.36,42.81,144.25,143.46,77.83,5.08,,,,
545,5.67,6.48,2.04,6.21,0.36,0.03,21.55,353.07,1.1,0.52,8.29,7.27,3.36,1.43,4.69,0.63,,,108.24,36.71,43.23,147.2,151.18,76.42,2.37,,,,
546,5.2,5.8,1.76,9.63,0.05,1.08,18.99,349.02,0.8,0.77,9.95,10.86,2.7,1.91,9.62,0.83,,,109.92,7.32,43.23,149.79,156.66,76.13,2.63,,,,
547,4.22,4.34,1.23,12.31,1.09,0.91,20.63,348.96,0.05,0.02,11.67,8.83,2.81,2.11,4.36,0.9,,,110.67,7.38,43.15,150.85,158.02,77.33,1.06,,,,
548,3.53,3.63,1.73,14.09,1.83,0.16,18.84,349.4,1.42,0.67,11,9.95,2.42,3.63,4.93,2.75,,,110.57,1.22,42.38,150.59,156.27,77.28,2.84,,,,
549,2.66,1.84,4.41,20.96,2.75,0.68,15.24,357.77,3.11,0.03,12.63,3.77,2.39,4.43,3.21,5,,,106.66,1.46,40.97,153.68,156.55,82.49,4.72,,,,
550,2.38,1.7,10.19,27.85,2.5,0.39,16.12,1.24,2.2,0.1,12.07,0.92,2.67,3.34,2.62,7.29,,,101.41,3.94,39.18,153.86,153.14,83.36,2.45,,,,
551,1.56,2.56,14.1,34.14,2.84,0.57,15.28,2.86,1.58,0.42,9.99,2.13,2.98,3.34,1.69,10.97,,,97.06,3.52,37.04,152.18,147.53,81.77,2.88,,,,
552,1.13,5.33,18.75,35.91,2.83,0.61,15.25,3.93,0.97,0.61,7.89,0.02,3.8,2.14,3.01,14.91,,,94.38,0.36,33.9,152.15,142.27,76.56,7.23,,,,
553,0.48,6.29,18.99,35.59,3.01,0.44,15.38,3.89,1.86,0.03,6.71,0.32,3.83,2.03,6.86,18.2,,,91.58,4.2,30.1,153.66,141.6,75.45,4.02,,,,
554,0.27,4.49,17.15,36.39,4.44,0.39,16.24,3.58,2.12,0.25,5.31,2.9,4.29,0.95,4.23,21.81,142.97,85.47,88.64,4.13,26.24,154.69,141.6,73.67,5.43,,,,
555,0.86,2.54,15.84,36.38,4.59,0.64,15.87,3.15,2.73,0.59,5.52,5.36,4.09,1.57,1.66,25.75,,,88.9,8.86,22.61,156.6,140.87,71.73,2.07,,,,
556,1.06,1.2,10.49,33.37,5.04,0.56,17.52,3.69,3.32,0.56,4.53,4.72,3.17,2.33,7.59,29.52,135.71,84.37,86.51,0.69,18.17,157.96,140.89,70.1,0.09,,,,
557,0.46,0.86,6.06,28.84,5.82,1.67,17.68,5.62,3.2,0.05,3.92,4.87,2.58,3.24,11.83,32.61,133.64,86.48,,,14.64,160.12,142.51,69.95,0.27,,,,
558,0.68,0.18,7.47,29.56,6.14,2.37,16.2,3.87,1.57,0.27,3.59,6.58,2.05,3.25,10.7,35.8,130.48,90.16,83.65,11.61,11.77,162.08,144.47,70.69,2.2,,,,
559,0.8,0.44,5.69,22.17,6.02,3.52,15.74,4.7,1.88,0.6,3.02,9.74,1.09,3.79,3.92,39.16,129.77,95.27,82.44,13.63,8.78,165.05,145.78,70.17,5.62,,,,
560,0.27,2.39,6.57,22.32,5.51,2.19,18.14,3.55,1.42,1.1,1.79,5.47,1.09,2.8,5.23,41.85,129.16,102,80.6,12.67,6.98,167.25,147.97,70.48,5.26,,,,
561,0.37,1.41,9.16,19.18,5.52,2.19,14.42,0.95,1.77,0.58,2.63,9.88,1.14,2.08,0.93,43.92,129.66,109.04,77.94,11.57,6.16,170.19,151.24,71.86,4.33,,,,
562,1.35,2.08,11.38,16.83,5.31,1.86,12,1.86,1.2,0.71,2.42,3.41,1.13,1.9,0.08,46.28,131.74,118.59,76.93,5.6,5,171.91,152.24,73.86,8.64,,,,
563,1.47,2.59,13.77,11.85,4.71,2.03,9.02,3.36,1.2,0.73,2.3,3.71,1.62,1.32,3.46,47.66,133.88,128.17,75.58,4.19,3.94,173.35,154.21,77.87,13.07,,,,
564,1.48,2.23,16.09,10.29,4.15,1.85,6.31,1.87,1.88,0.8,2.41,4.94,1.62,2.41,3.38,48.92,136.32,137.76,74.06,1.77,3.98,177.43,157.71,81.22,16.46,,,,
565,1.38,2.01,18.65,1.81,4.22,2.17,2.57,359.02,2.71,0.53,2.69,6.5,1.53,3.49,4.91,49.5,139.8,147.07,72.28,0.12,3.31,177.97,157.26,85.72,22.76,,,,
566,1.99,2.61,17.38,7.69,4.15,2.84,0.86,1.34,3.01,0.75,2.72,3.95,1.07,4.85,5.09,49.73,141.46,152.03,72.14,1.73,3.17,178.52,156.68,90.17,20.58,,,,
567,2.09,3.08,17.24,13.92,3.92,2.18,2.43,8.11,3.89,0.81,2.42,4.59,0.71,7.49,5.31,49.82,141.96,154.11,70.92,0.37,3.59,178.53,153.09,90.03,7.87,,,,
568,2.2,3.35,20.67,21.12,3.59,1.36,6.84,16.15,3.47,1.24,2.59,5.98,0.57,10.93,4.79,49.51,143.84,155.93,71.54,0.36,3.63,177.39,146,89.96,0.35,,,,
569,2.48,3.03,25.74,23.11,3.11,0.41,11.63,23.57,2.49,1.95,1.94,6.34,0.2,12.47,4.56,48.78,,,71.21,1.94,4,174.54,136.44,91.47,0.33,,,,
570,3.2,2.91,23.8,21.98,2.37,0.56,15.09,28.75,0.3,2.38,2.25,3.38,0.36,9.74,2.65,47.21,,,77.43,2.53,5.19,169.18,124.91,90.76,0.75,,,,
571,3.93,3.79,12.77,11.26,1.46,0.64,15.05,31.24,3.09,2.72,2.17,2.29,0.18,8.55,3.97,45.78,,,74.26,0.65,5.89,169.29,116.53,89.41,2.14,,,,
572,4.3,3.42,13.49,2.07,0.6,2.97,16.33,36,1.56,3.67,1.05,2.14,0.76,4.66,7.6,42.24,,,71.26,1.24,7.11,167.04,107.49,87.14,1.8,,,,
573,4.99,3.66,11.01,6.35,0.34,7.12,21.53,36.78,2.08,4.98,0.58,3.95,0.29,5.12,5.71,38.94,,,67.33,1.95,8.65,165.55,99.92,87.11,3.89,,,,
574,5.25,4.2,10.16,9.1,0.83,14.14,27.59,36.33,2.02,5.43,1.11,1.98,0.35,5.31,0.68,34.95,,,65.93,1.17,10.84,162.93,92.35,84.85,0.41,,,,
575,4.91,3.44,12,9.38,1.44,6.05,18,33.74,1.84,5.44,1.33,0.6,0.14,6.16,3.42,30.13,,,63.24,0.55,13.96,157.17,83.68,82.64,1.11,,,,
576,4.79,2.69,12.19,9.31,0.7,2.84,11.1,31.9,2.18,5.54,0.65,1.74,0.12,4.56,2.8,24.87,,,62.37,2.22,16.66,153.13,79.96,83.39,5.41,,,,
577,4.99,2.11,15.22,8.91,1.22,14.67,2.11,31.87,0.86,5.67,0.78,3.22,1.77,1.81,2.84,19.99,,,62.71,5.96,18.11,150.14,77.12,81.95,3.34,,,,
578,4.79,2.05,14.22,9.57,1.69,13.66,5.41,30.41,0.68,5.63,0.7,4.52,2.55,0.33,2.71,16.97,,,64.2,7.4,20.57,145.8,75.07,82.76,7.83,,,,
579,5.51,2.73,14.75,8.01,0.75,13.98,5.83,30.56,1.36,4.35,1.28,7.06,2.4,0.13,5.61,13.14,,,64.28,11.49,23.5,142.69,75.62,84.55,13.42,,,,
580,5.81,3.19,12.97,6.79,0.74,8.58,1.88,30.55,2.2,3.22,2.91,12.33,2.44,0.33,7.16,9.21,,,65.56,15.12,26.01,139.99,76.71,82.76,12.8,,,,
581,6.18,3.51,12.58,7.87,1.25,4.1,6.48,26.74,2.83,2.74,3.73,18.17,2.57,0.28,7.43,5.85,,,67.76,10.41,29.09,139.24,82.01,80.88,0.9,,,,
582,6.91,3.71,14.49,8.91,1.6,1.83,10.01,25.02,2.91,1.64,4.32,12.02,2.03,1.54,14.04,3.68,,,68.29,15.15,32.3,135.67,85.65,80.37,6.34,,,,
583,6.71,4.21,10.85,8.35,1.53,0.77,13.87,24.11,3.06,1.46,4.18,11.85,2.89,1.14,11.43,1.53,,,69.75,13.41,34.07,132.81,90.24,78.77,8.71,,,,
584,6.59,4.93,7.54,9.24,0.19,1.55,15.81,20.44,2.95,0.92,4.38,8.28,3.42,1.07,9.73,0.53,,,75.27,24.54,36.22,134,98.68,78.47,6.74,,,,
585,7.01,5.6,5.96,9.31,0.28,1.25,17.75,15.94,2.76,0.84,3.9,4.69,2.79,3.31,9.72,1.01,,,79.16,23.64,38,134.89,107.58,79.67,9.73,,,,
586,6.32,5.71,2.65,8.54,0.81,1.25,21.05,10.47,2.19,0.51,4.27,0.16,3.04,3.42,7.14,1.17,,,86.42,37.89,40.07,135.73,117.09,78.52,8.61,,,,
587,5.84,5.77,1.02,8.8,0.98,0.92,23.39,8.46,1.29,0.13,5.44,4.34,3.18,3.78,5.01,1.24,,,94.08,41.9,41.51,137.6,127.38,77.61,4.48,,,,
